First,Last,birthyear,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
Minoru,Toyonaga,,0,0%,0,0%,0,0%,0%,0
Dequan,Townsend,1986,1.23,34%,3.92,38%,0,0%,46%,0
Salim,Touahri,1989,2.6,46%,2.87,58%,0,0%,83%,0
Eduardo,Caut,1995,1.1,34%,1.24,65%,2.06,33%,50%,0
Manuel,Torres,1995,9.66,58%,3.76,56%,0,0%,100%,0
Desmond,Torres,1997,4.8,64%,11.78,48%,0,0%,100%,0
Jose,Torres,1992,4.37,36%,9.84,50%,1.28,33%,75%,0
Abram,Torres,1982,0,0%,0,0%,0,0%,0%,0
Alex,Torres,1988,2.47,37%,2.73,69%,2,22%,50%,0
Tecia,Torres,1989,4.74,48%,3.59,61%,0.66,14%,61%,0.1
Haven,Torres,,0,0%,0,0%,0,0%,0%,0
Ronys,Torres,1975,0.87,26%,1.93,57%,4,47%,16%,0.5
Miguel,Torres,1981,3.98,43%,1.86,74%,0,0%,17%,1.6
Anthony,Torres,1978,3.54,48%,7.52,45%,0,0%,100%,2.2
Ilia,Topuria,1997,4.44,46%,3.05,67%,2.19,56%,92%,1.5
Carl,Toomey,,0,0%,0,0%,0,0%,0%,0
Masanori,Tonooka,,0.16,5%,1.09,36%,0,0%,0%,0
James,Toney,1968,0,0%,2.41,27%,0,0%,0%,0
Tyler,Toner,1983,2.95,52%,2.13,62%,0,0%,54%,0.4
Puja,Tomar,1993,0,0%,0,0%,0,0%,0%,0
Kazuki,Tokudome,1987,2.26,41%,3.63,53%,2,38%,78%,0
Anatoly,Tokov,1990,3.51,72%,0.54,66%,2.03,100%,100%,0
Hideo,Tokoro,1977,1.78,37%,2.01,65%,0.87,34%,44%,2.3
Tuco,Tokkos,1990,5.57,40%,8.86,43%,3.8,100%,0%,0
Dusko,Todorovic,1994,5.54,57%,4.55,46%,0.96,12%,45%,0
Andrew,Todhunter,1987,0,0%,0,0%,0,0%,0%,0
Ryan,Tobar,,0,0%,0,0%,0,0%,0%,0
Denis,Tiuliulin,1988,4.5,41%,6.15,36%,0,0%,73%,0
Brett,Tillis,,0,0%,0,0%,0,0%,0%,0
Darren,Till,1992,2.3,46%,3.31,56%,0.55,46%,69%,0
Nolan,Ticman,1988,2.57,47%,2.53,67%,0,0%,60%,0
Chris,Tickle,1982,1.07,40%,1.13,43%,1,25%,20%,2
Gleison,Tibau,1983,1.95,31%,2.51,63%,4.08,53%,92%,0.8
Josh,Thornburg,1984,1.2,50%,3.13,38%,2,66%,42%,2
Simeon,Thoresen,1984,3.85,43%,3.85,64%,1.12,40%,50%,1.7
Josh,Thomson,1978,2.59,47%,2.12,64%,1.92,39%,54%,1.3
Stephen,Thompson,1983,4.2,45%,3.04,55%,0.27,41%,64%,0
Oli,Thompson,1980,1.66,46%,5.31,46%,0,0%,50%,0.5
James,Thompson,1978,5.13,52%,3.19,41%,3.14,36%,53%,1.3
Nick,Thompson,1981,1.87,42%,1.8,49%,1.06,100%,35%,2.6
Treston,Thomison,,0,0%,0,0%,0,0%,0%,0
Joel,Thomas,,0,0%,0,0%,0,0%,0%,0
Noah,Thomas,1981,0.44,13%,4.99,33%,0,0%,0%,1.3
Ryan,Thomas,1984,2.01,36%,4.17,30%,5.59,33%,0%,2.2
Din,Thomas,1976,1.85,37%,2.6,59%,1.38,52%,76%,1.2
Paulo,Thiago,1981,1.71,39%,1.99,63%,1.42,31%,63%,1.2
Nik,Theotikos,,0,0%,5.48,19%,0,0%,0%,4.8
Elias,Theodorou,1988,4.19,42%,2.39,53%,1.27,28%,59%,0
Brandon,Thatch,1985,2.7,42%,3.63,52%,1.36,66%,50%,0.7
Jason,Thacker,1975,0.63,33%,17.05,32%,0,0%,0%,0
Motonobu,Tezuka,1987,0.87,23%,2.8,51%,1.5,11%,0%,0.5
Daniel,Teymur,1988,3.08,46%,3.93,56%,0.56,18%,60%,0.3
David,Teymur,1989,4.69,43%,3.53,55%,0.94,33%,77%,0
Jeff,Terry,,1.09,50%,9.27,19%,0,0%,100%,0
James,Terry,1981,3.23,32%,4.77,64%,3.31,36%,75%,0
David,Terrell,1978,2.34,63%,2.71,37%,5.54,50%,0%,5.5
Dave,Terrel,1978,2.62,43%,2.8,48%,3.28,38%,100%,0
Herman,Terrado,,0,0%,0,0%,0,0%,0%,0
Taneisha,Tennant,1989,5.67,55%,3.4,71%,0,0%,100%,0
Tra,Telligman,1965,1.83,35%,3.02,56%,0.87,100%,80%,0
Ewerton,Teixeira,1982,2,39%,3.22,35%,0,0%,33%,0
John,Teixeira,1986,3.36,35%,3.2,63%,1,27%,71%,0.7
Glover,Teixeira,1979,3.73,49%,4.43,51%,2.11,33%,60%,0.9
Shawn,Teed,1992,1.4,42%,13.31,21%,0,0%,0%,0
James,Huna,1981,4.04,51%,2.99,62%,2.75,37%,58%,0.2
J.T,Taylor,,3.17,80%,3.7,26%,3.96,100%,0%,7.9
Danielle,Taylor,1989,2.75,29%,3.31,71%,0.2,20%,70%,0.2
Anthony,Taylor,,0,0%,0,0%,0,0%,0%,0
Louis,Taylor,1979,2.06,32%,1.24,68%,2.48,28%,100%,0
Torrance,Taylor,,0,0%,0,0%,0,0%,0%,0
Jesse,Taylor,1983,1.94,65%,0.55,38%,7.28,50%,100%,3.1
Paul,Taylor,1979,4.44,47%,4.47,55%,0.27,25%,56%,0.5
Ramon,Taveras,1994,7.2,58%,6.17,66%,0,0%,0%,0
Brad,Tavares,1987,3.38,43%,3.03,56%,0.81,26%,82%,0
Jeremy,Tavares,,0,0%,0,0%,0,0%,0%,0
Thiago,Tavares,1984,2,40%,2.31,62%,3.83,42%,62%,1.5
Deividas,Taurosevicius,1977,2.13,43%,1.82,59%,2,28%,50%,0.3
Miesha,Tate,1986,2.61,44%,3.1,51%,1.88,29%,55%,1.3
Gary,Tapusoa,,0,0%,0,0%,0,0%,0%,0
Manny,Tapia,1981,2.69,21%,4.74,58%,0.49,40%,66%,0.2
Kasey,Tanner,1992,6.6,50%,6.67,63%,2,33%,0%,0
Evan,Tanner,1971,3.05,59%,2.64,56%,2.55,43%,25%,1.3
Michinori,Tanaka,1990,1.97,37%,1.99,50%,2.4,38%,43%,0.2
Akihito,Tanaka,,0.19,50%,2.05,38%,5.59,66%,0%,0
Jason,Tan,1981,0.69,29%,7.37,18%,0,0%,0%,0
Issei,Tamura,1984,1.89,53%,4.58,44%,0.92,25%,33%,0
Akitoshi,Tamura,1980,3.73,43%,1.94,78%,0,0%,20%,1
Kiyoshi,Tamura,1969,2.44,53%,1.44,60%,0.58,60%,45%,0.2
Eli,Tamez,1985,0,0%,0,0%,0,0%,0%,0
Tsuyoshi,Tamakairiki,,0,0%,26.67,50%,0,0%,0%,0
Murtaza,Talha,1996,4.91,58%,8.29,30%,0,0%,100%,0
Nordine,Taleb,1981,3.66,51%,2.62,66%,1.94,76%,73%,0
Payton,Talbott,1998,6.66,51%,3.12,51%,0,0%,88%,0.6
Oleg,Taktarov,1967,0,0%,0,0%,0,0%,0%,0
Makoto,Takimoto,1979,1.37,39%,1.71,55%,1.48,50%,25%,1.1
Yoshihiro,Takayama,1968,3.4,54%,5.69,29%,0.67,33%,55%,0
Hiroyuki,Takaya,1977,3.18,33%,3.16,60%,0.9,45%,66%,0
Daiju,Takase,1978,0.49,30%,1.64,47%,0.84,17%,21%,1.2
Yoko,Takahashi,1973,5.11,54%,8.78,48%,0,0%,0%,0
Yoshiki,Takahashi,1969,2.26,51%,6.47,44%,0,0%,66%,2.3
Nobuhiko,Takada,1962,0.31,24%,1.92,39%,1.15,20%,0%,0
Mairbek,Taisumov,1988,2.98,39%,3.03,64%,1.34,63%,88%,0
Tatsuro,Taira,2000,3.23,69%,1.26,47%,2.41,41%,60%,2.8
Joe,Taimanglo,1984,4.18,42%,4.55,59%,5.45,40%,100%,1.4
Khalid,Taha,1992,2.64,32%,4.12,46%,0,0%,61%,0.2
Junior,Tafa,1996,1.83,40%,0.55,76%,0,0%,84%,0
Justin,Tafa,1993,5.13,55%,5.93,49%,0,0%,100%,0
Eugenio,Tadeu,,0,0%,0,0%,0,0%,0%,0
Amber,Tackett,,0,0%,0,0%,0,0%,0%,0
Osamu,Tachihikari,,0,0%,0,0%,0,0%,0%,0
Kevin,Szaflarski,1994,1.13,28%,8.07,30%,0,0%,0%,0
Tim,Sylvia,1976,4.23,41%,2.61,61%,0.11,100%,75%,0.1
Tony,Sylvester,1978,0,0%,10.12,12%,0,0%,0%,0
Leo,Sylvest,1973,0,0%,6.58,27%,0,0%,0%,0
Kevin,Syler,1993,5.6,69%,4.03,48%,1,40%,77%,2
Bentley,Syler,1982,1.3,18%,1.73,79%,0,0%,75%,0
Oumar,Sy,1995,0,0%,0,0%,0,0%,0%,0
Floyd,Sword,1976,0.78,42%,1.57,40%,0,0%,33%,0
Mike,Swick,1979,2.36,37%,2.29,54%,1.06,50%,61%,0.6
Cub,Swanson,1983,4.7,50%,3.84,59%,1.09,52%,61%,0.4
Daniel,Swain,1991,0.8,44%,3.2,40%,0,0%,0%,6
Martin,Svensson,1985,2.02,38%,5.91,38%,0,0%,0%,0
Danilo,Suzart,1991,4.09,55%,11.73,51%,0,0%,0%,0
Chad,Sutton,1982,0,0%,0,0%,0,0%,0%,0
Joel,Sutton,,0,0%,0,0%,0,0%,0%,0
Jason,Suttie,1973,2.07,83%,4.97,36%,0,0%,0%,0
Aji,Susilo,,0,0%,0,0%,0,0%,0%,0
Rama,Supandhi,1991,2.2,42%,3.53,48%,1,11%,0%,0
Kyu,Kim,1992,0,0%,0,0%,0,0%,0%,0
,Sumudaerji,1996,4.83,54%,2.75,62%,0.32,100%,66%,0.6
Justin,Sumter,1989,2.68,48%,7.64,34%,2.87,100%,0%,0
Magomed,Sultanakhmedov,,0,0%,2.4,42%,9,100%,0%,9
Amar,Suloev,1976,1.98,37%,2.19,70%,0.27,100%,88%,0.3
George,Sullivan,1981,3.53,39%,2.42,57%,1.37,20%,38%,0.7
Naho,Sugiyuma,1978,2.59,48%,2.45,71%,2.05,100%,66%,0
Takashi,Sugiura,1970,1.37,40%,2.08,53%,1.33,66%,0%,0
Daisuke,Sugie,,0,0%,0.22,80%,3.27,50%,0%,3.3
Lucasz,Sudolski,1993,5.7,67%,4.89,28%,0,0%,100%,0
Genki,Sudo,1978,1.55,39%,2.23,33%,3.58,60%,50%,4.2
Masanori,Suda,,1.8,50%,1.2,63%,0,0%,60%,0
Tatiana,Suarez,1990,4.27,63%,1.38,51%,6.2,61%,100%,0.9
Kyle,Sturgeon,,0,0%,0,0%,0,0%,0%,0
Mike,Stumpf,1986,3.34,43%,8.85,47%,1.59,25%,33%,0.8
Josh,Stuart,,0,0%,0,0%,0,0%,0%,0
Stefan,Struve,1988,3.12,47%,4.04,46%,0.56,46%,55%,1.7
Hans,Stringer,1987,3.16,61%,2.84,41%,2.4,36%,62%,0
Mark,Striegl,1988,1.4,45%,4.07,40%,0,0%,66%,0
Sean,Strickland,1991,5.82,41%,4.24,63%,0.92,64%,84%,0.2
Gerald,Strebendt,1979,0,0%,4,38%,0,0%,0%,16.4
Daniel,Straus,1984,4.76,43%,2.99,57%,0.84,15%,81%,1.1
Dave,Strasser,1969,3.04,45%,1.88,59%,0.72,33%,33%,0
Gennaro,Strangis,,0,0%,0,0%,0,0%,0%,0
Jesse,Strader,1991,5.03,51%,5.28,47%,3.87,57%,100%,0
Tim,Stout,1979,0,0%,0,0%,0,0%,0%,0
Sam,Stout,1984,4.17,28%,4.08,57%,0.63,38%,77%,0.1
Curtis,Stout,1973,0.69,67%,3.2,29%,0,0%,20%,0
Greg,Stott,,0,0%,0,0%,0,0%,0%,0
Darko,Stosic,1992,2.61,45%,4.04,58%,3.42,50%,83%,0
Rick,Story,1984,3.8,41%,2.17,62%,2.53,48%,63%,0.9
George,Stork,,0,0%,0,0%,0,0%,0%,0
Ryan,Stonitsch,1977,2.53,36%,2.53,71%,0,0%,0%,0
Ken,Stone,1982,3.85,49%,2.9,48%,1.24,33%,60%,0.6
Niklas,Stolze,1992,2.12,48%,2.25,49%,0.66,100%,55%,0.7
Dustin,Stoltzfus,1991,2.96,41%,3.28,46%,1.76,35%,46%,0.5
Julija,Stoliarenko,1993,2.81,40%,4.56,44%,0.91,30%,62%,1.4
Denis,Stojnic,1980,1.51,23%,6.06,36%,0,0%,80%,1
Lazar,Stojadinovic,1989,1.82,29%,1.97,59%,0,0%,0%,0
Dan,Stittgen,1980,2.97,46%,4.42,37%,0.78,100%,100%,0
Tyler,Stinson,1986,2.8,23%,4.6,56%,0.5,100%,0%,0.5
Alex,Stiebling,,1.77,42%,1.45,52%,0.35,66%,66%,0.7
Kyle,Stewart,1989,1.41,35%,2.42,43%,1.32,20%,60%,0
Darren,Stewart,1990,3.05,45%,3.29,48%,1.75,45%,67%,0.1
Luke,Stewart,,3.75,56%,2.34,53%,3.75,33%,50%,1.9
Maia,Stevenson,1982,1.57,54%,3.13,33%,3.91,100%,50%,0
Joe,Stevenson,1982,2.05,44%,2.44,60%,2.75,44%,39%,2.2
Marc,Stevens,,0.45,26%,1.79,46%,0,0%,0%,0
Aljamain,Sterling,1989,4.73,52%,2.41,58%,1.97,24%,45%,0.8
Jeremy,Stephens,1986,3.17,40%,3.05,58%,1.16,38%,65%,0.4
Dmitri,Stepanov,,0,0%,0,0%,0,0%,0%,0
Ray,Steinbeiss,1979,0,0%,0,100%,0,0%,0%,0
Steve,Steinbeiss,1981,3.92,55%,1.86,49%,0.44,50%,58%,0
Eric,Steenberg,1983,0,0%,0,0%,0,0%,0%,0
Ricky,Steele,1988,4.07,70%,2.93,50%,0,0%,91%,0
Dominique,Steele,1988,2.32,49%,2.42,50%,2.95,42%,76%,0
Adam,Steele,,0,0%,0,0%,0,0%,0%,0
Damian,Stasiak,1990,1.86,36%,3.1,52%,2.64,35%,43%,0.6
Laureano,Staropoli,1993,3.31,34%,3.73,54%,0.83,26%,48%,0
Kalib,Starnes,1975,2.71,48%,4.43,53%,1.46,33%,25%,0.6
Clifford,Starks,1981,1.94,33%,2.49,58%,1.94,100%,60%,0
Lucas,Stark,,1.6,25%,3.2,66%,12,100%,0%,0
Dion,Staring,1978,1.09,37%,5,47%,0,0%,33%,0
Josh,Stansbury,1984,3.22,54%,3.54,54%,0,0%,87%,1
Brian,Stann,1980,3.28,42%,2.65,59%,0.12,12%,60%,0.3
Cristina,Stanciu,1994,2.5,50%,3.07,52%,0.85,100%,40%,1.7
Cody,Stamann,1989,4.39,47%,3.63,62%,2.34,39%,76%,0
Ron,Stallings,1983,3.22,60%,3.26,51%,0,0%,71%,0
Andreas,Stahl,1988,2.83,37%,4.74,57%,1.55,66%,80%,0
Bobby,Stack,,1,20%,2.89,34%,7.48,45%,100%,0
Georges,Pierre,1981,3.78,53%,1.4,72%,4.16,74%,83%,1.1
Austin,Springer,1987,3.54,57%,3.15,41%,3.37,40%,100%,0.8
Pete,Spratt,1971,1.63,48%,1.33,55%,0.3,100%,46%,0.3
Daniel,Spohn,1984,2.42,49%,1.6,53%,0,0%,28%,2.5
Serghei,Spivac,1995,3.54,49%,3.79,49%,4.56,64%,70%,0.5
Daniel,Spitz,1990,2.6,35%,5.3,46%,0.74,66%,0%,0
Waachiim,Spiritwolf,,10,100%,10,0%,0,0%,0%,0
Eric,Spicely,1986,3.71,45%,5.72,55%,1.31,20%,75%,1
Mario,Sperry,1966,2.81,52%,1.53,47%,2.09,42%,71%,1.4
Nick,Sperling,,1.4,25%,1.4,66%,0,0%,0%,0
Sam,Spengler,,3.27,62%,3.27,54%,1.75,11%,75%,1.8
Felicia,Spencer,1990,3.21,48%,4.54,45%,1.18,18%,27%,0.2
Sean,Spencer,1987,4.24,32%,4.02,60%,0.14,33%,68%,0
Patrick,Speight,,0,0%,0,0%,0,0%,0%,0
Tommy,Speer,1984,2.56,51%,5.12,35%,2.02,33%,33%,0
Ron,Sparks,,0,0%,0,0%,0,0%,0%,0
Ryan,Spann,1991,3.42,40%,3.91,45%,1.29,35%,47%,1.5
Andreas,Spang,1978,0,0%,0,0%,0,0%,0%,0
Chris,Spang,1987,1.83,36%,1.95,60%,0,0%,50%,0.9
Charon,Spain,1988,0,0%,0,0%,0,0%,0%,0
Ketlen,Souza,1994,0,0%,1.71,70%,0,0%,0%,0
Bruno,Souza,1996,3.73,39%,5.3,45%,0.5,16%,60%,0
Livinha,Souza,1991,1.75,45%,3.6,56%,2.54,45%,40%,1.4
Edimilson,Souza,1984,4.65,44%,2.91,58%,0,0%,50%,0
Jacare,Souza,1979,2.53,47%,2.83,62%,2.57,39%,57%,1.3
Bobby,Southworth,1969,0.99,39%,1.38,65%,3.98,78%,64%,1.3
Mario,Sousa,1996,2.82,50%,2.99,28%,0.52,25%,37%,0.5
Andre,Soukhamthath,1988,2.77,44%,4.31,49%,1.25,53%,58%,0.2
Mario,Soto,,1.43,23%,5.23,42%,0,0%,0%,0
Joe,Soto,1987,3.36,41%,5.37,67%,0.85,21%,70%,1.9
Alex,Soto,1984,2.95,25%,5.02,59%,2.82,30%,0%,0
Greg,Soto,1986,3.21,63%,2.61,52%,1.49,27%,44%,1
George,Sotiropoulos,1977,2.61,27%,2.52,67%,2.32,31%,53%,1.6
Krzysztof,Soszynski,1977,3.37,39%,3.13,58%,0.52,25%,71%,1
Ben,Sosoli,1989,2.31,31%,4.3,47%,0,0%,0%,0
Dmitry,Sosnovskiy,1989,2.95,70%,2.53,35%,3.16,66%,100%,3.2
Punahele,Soriano,1992,4.04,45%,4.22,48%,0.9,40%,30%,0
Sean,Soriano,1989,3.18,61%,2.14,56%,1.33,55%,52%,0
Emiliano,Sordi,1991,4.79,50%,4.79,48%,0,0%,100%,8.3
Jin,Son,1993,5.1,36%,7.63,52%,1.5,25%,100%,0
Cody,Sons,,0,0%,0,0%,0,0%,0%,0
Chael,Sonnen,1977,3.08,43%,1.1,62%,3.81,59%,66%,0.4
Emrah,Sonmez,1992,1.47,46%,1.73,48%,5,21%,0%,0
Song,Yadong,1997,4.61,42%,3.77,59%,0.53,55%,72%,0.2
Song,Kenan,1990,4.4,47%,5.86,52%,0.41,66%,62%,0
Paul,Song,,0,0%,0,0%,0,0%,0%,0
Joe,Son,1970,0,0%,0,0%,0,0%,0%,0
Chris,Solomon,,0,0%,2.8,37%,0,0%,33%,0
Joe,Solecki,1993,2.24,55%,1.53,52%,2.51,50%,50%,1.6
Alexander,Soldatkin,1993,1.16,60%,1.35,26%,1.45,50%,50%,0
Rameau Thierry,Sokoudjou,1984,2.26,45%,2.61,56%,1.93,47%,78%,0.9
Renato,Sobral,1975,2.23,45%,1.53,57%,2.48,42%,65%,2.6
Peter,Sobotta,1987,2.14,40%,2.9,58%,1.53,32%,77%,0.5
Denis,Sobolev,,0,0%,5.45,33%,0,0%,0%,0
Devin,Smyth,1995,2.6,68%,6.73,25%,4,26%,100%,0
Richie,Smullen,1991,1.98,77%,2.26,65%,8.49,66%,0%,0
Shimon,Smotritsky,2000,3.52,34%,8.67,56%,3.52,33%,50%,0
Cameron,Smotherman,1997,4,36%,13,35%,0,0%,0%,0
Louis,Smolka,1991,4.67,47%,4.11,53%,1.69,35%,32%,1.8
Dmitrii,Smoliakov,1982,1.44,42%,3.81,55%,0,0%,75%,0
Justin,Smitley,,0,0%,0,0%,0,0%,0%,0
Walter,Cotito,,2.95,36%,3.53,68%,2.16,33%,57%,0
Braxton,Smith,1990,6.46,48%,11.54,32%,0,0%,100%,0
Nate,Smith,1995,1.28,38%,2.04,35%,0,0%,33%,2.3
Cole,Smith,1989,1.78,35%,1.96,49%,1.67,33%,45%,1.7
Devonte,Smith,1993,4.55,53%,3.91,49%,0.35,25%,85%,0.3
Leslie,Smith,1982,7.56,40%,8.41,51%,0,0%,62%,0
Gilbert,Smith,1981,1.09,41%,2.73,35%,3.51,60%,0%,1.2
Colton,Smith,1987,1.64,41%,2.3,51%,4.09,36%,25%,1.4
Anthony,Smith,1988,3.16,48%,4.45,46%,0.52,28%,48%,0.7
Trevor,Smith,1981,3.29,55%,3.31,51%,1.7,32%,60%,0.7
Dillon,Smith,,0,0%,0,0%,0,0%,0%,0
Adam,Smith,,0,0%,0,0%,0,0%,0%,0
David,Smith,,0,0%,0,0%,0,0%,0%,0
Josh,Smith,1982,0.73,28%,1.4,54%,0,0%,57%,2
Eric,Smith,,0,0%,0,0%,0,0%,0%,0
Scott,Smith,1979,1.9,27%,5.87,50%,0.12,6%,58%,0.5
Patrick,Smith,1963,0,0%,0,0%,0,0%,0%,0
Maurice,Smith,1961,0.41,46%,0.47,60%,0.89,50%,20%,0.9
Kestutis,Smirnovas,,4.95,52%,5.05,54%,1.55,50%,100%,1.6
Ray,Sloan,1985,0,0%,0,0%,0,0%,0%,0
Joe,Slick,1977,0,0%,0,0%,0,0%,0%,0
Brian,Sleeman,,4,48%,1.85,70%,9.23,100%,100%,0
Zach,Skinner,,0.53,50%,2.4,32%,5,27%,100%,1
Matt,Skelton,1967,0,0%,0.54,0%,0,0%,66%,0
Chas,Skelly,1985,2.01,40%,3.21,49%,1.74,34%,39%,2.3
Dennis,Siver,1979,3.87,32%,2.67,65%,0.87,32%,65%,0.3
Jeri,Sitzes,,0,0%,0,0%,0,0%,0%,0
Yokthai,Sithoar,1974,0,0%,0,0%,0,0%,0%,0
AJ,Siscoe,,0,0%,0,0%,0,0%,0%,0
Jeremia,Siregar,1991,2.8,42%,7.37,29%,0,0%,75%,0
Gian,Siqueira,1994,0.8,100%,3.41,19%,0,0%,0%,0
Mitchell,Sipe,1996,5.5,56%,9.98,46%,1.53,20%,0%,0
Elvis,Sinosic,1971,1.13,37%,4.6,53%,0,0%,0%,1.2
Rana Rudra Pratap,Singh,1997,0,0%,9.05,27%,0,0%,0%,0
Rory,Singer,1976,2.55,39%,2.42,63%,0.39,25%,64%,0.8
Rob,Sinclair,1980,1.2,33%,1.73,73%,0,0%,50%,0
Lodune,Sincaid,1973,2.72,42%,6.17,57%,0,0%,75%,0
Everett,Sims,1988,0.81,66%,2.19,30%,0,0%,42%,1.2
Tony,Sims,1985,1.81,63%,0.76,65%,0.71,50%,50%,0.7
Marlon,Sims,,0,0%,0,0%,0,0%,0%,0
Wes,Sims,1979,0.98,51%,2.95,37%,0,0%,40%,2.3
Aaron,Simpson,1974,3.6,52%,2.53,56%,3.78,34%,83%,0.5
Ricky,Simon,1992,3.01,44%,3.23,62%,5.84,50%,75%,0.4
Jamey,Simmons,1992,0.79,21%,1.92,74%,0,0%,50%,0
Sim,Xiong,1997,3.19,63%,4.56,47%,6.84,28%,0%,0
Elias,Silverio,1986,3.67,49%,2.97,51%,1.62,38%,85%,0.2
Marcus,Silveira,,0,0%,0,0%,0,0%,0%,0
Leonardo,Oliveira,1992,1.07,40%,0.54,50%,24.11,50%,0%,0
Douglas,Andrade,1985,3.66,38%,3.99,58%,0.61,46%,70%,0.2
Danny,Silva,1997,13.6,64%,13.13,59%,2,66%,100%,0
Jean,Silva,1996,5.8,48%,4.73,55%,1,33%,100%,0
Jhonata,Silva,1997,4.86,52%,9.85,44%,0,0%,0%,0
Janaina,Silva,1992,0,0%,1.5,62%,0,0%,0%,0
Erik,Silva,1987,2.17,71%,1.58,40%,3.94,80%,71%,0
Karine,Silva,1993,3.37,35%,3.37,50%,2.45,60%,0%,4.1
Maria,Silva,1995,3,57%,1.13,62%,2,100%,55%,0.5
Jansey,Silva,1995,0.46,40%,2.32,33%,0,0%,0%,0
Natalia,Silva,1997,5.2,48%,2.23,65%,0.68,33%,92%,0
Jacob,Silva,1988,4.17,44%,4.92,56%,1.51,100%,66%,0
Gabriel,Silva,1994,1.3,34%,3.47,45%,1.5,25%,38%,0.5
Bruno,Silva,1989,4.43,51%,5.33,43%,1.09,27%,73%,0
Bruno,Silva,1990,3.05,46%,3.09,59%,2.57,30%,64%,0.3
Dayana,Silva,1990,6.33,51%,5.93,57%,0,0%,42%,0
Felipe,Silva,1984,5.4,50%,1.8,59%,1,100%,71%,0
Joaquim,Silva,1989,3.71,40%,4.79,52%,0.17,50%,58%,0.5
Rafael,Silva,1985,0.67,50%,0.73,67%,0,0%,25%,1
Wagner,Silva,1987,1.69,29%,2.87,65%,0,0%,58%,0
Claudio,Silva,1982,2.48,42%,3,46%,2.85,26%,44%,1.1
Leandro,Silva,1985,2.39,48%,2.08,63%,1.76,37%,65%,0.4
Erick,Silva,1984,2.5,48%,4.18,49%,0.85,35%,56%,1.4
Fabio,Silva,1982,0.09,11%,5.9,38%,0,0%,0%,0
Antonio,Silva,1979,2.89,45%,3.09,50%,0.82,29%,66%,0.8
Jay,Silva,,1.13,34%,3.07,40%,0,0%,38%,1
Sidney,Silva,1972,2.86,65%,3.3,34%,3.3,100%,0%,0
Edson,Silva,,2.69,14%,5.37,50%,0,0%,0%,0
Jean,Silva,1977,0.73,22%,2.93,52%,0,0%,0%,0
Paulo Cesar,Silva,1963,0.4,15%,2.72,47%,0.42,100%,16%,0.4
Thiago,Silva,1982,3.92,50%,2.55,67%,1.03,47%,70%,0.7
Wanderlei,Silva,1976,2.79,40%,2.19,60%,0.97,53%,62%,0.6
Anderson,Silva,1975,3.05,61%,2.05,60%,0.5,77%,69%,0.8
Assuerio,Silva,1974,1.42,46%,4.2,54%,2.66,34%,25%,1.8
Xavier,Siller,1994,1.02,36%,1.53,57%,3.83,100%,0%,0
Siala,Siliga,1970,1.08,26%,1.96,50%,1.47,50%,80%,0
Steven,Siler,1987,3.21,41%,2.96,54%,0.47,21%,55%,1.6
Serhiy,Sidey,1996,4.52,35%,4.52,42%,0,0%,0%,0
Kiril,Sidelnikov,1988,2.87,28%,4.48,61%,0,0%,0%,0
Sam,Sicilia,1986,2.46,33%,3.55,59%,1.45,43%,70%,0.9
Ronal,Siahaan,1996,0.63,66%,6.17,25%,0,0%,25%,0
Brandon,Shuey,1976,0.68,33%,1.36,0%,0,0%,0%,10.2
Ivan,Shtyrkov,1988,0,0%,0,0%,0,0%,0%,0
Landon,Showalter,1976,0,0%,0,0%,0,0%,0%,0
Jack,Shore,1995,3.84,58%,2.2,57%,3.42,40%,79%,0.7
Liudvik,Sholinian,1990,2.5,30%,5.67,55%,0,0%,66%,0
Akira,Shoji,1974,1.03,34%,2.63,53%,1.79,73%,82%,0.4
Josh,Shockman,1980,0.87,32%,0.87,58%,0,0%,23%,0
Josh,Shockley,1989,1.4,33%,1.75,60%,0,0%,61%,0.8
Alexander,Shlemenko,1984,4.36,60%,1.71,63%,0,0%,0%,0
Wes,Shivers,,0,0%,0,0%,0,0%,0%,0
Yuya,Shirai,1980,1.02,100%,4.07,55%,0,0%,0%,0
Raja,Shippen,1986,0,0%,0,0%,0,0%,0%,0
Wade,Shipp,1975,4.29,86%,2.14,0%,0,0%,75%,0
Shunichi,Shimizu,1985,0.14,33%,4.68,30%,0,0%,0%,0
Henrique,Shiguemoto,1989,3.6,33%,6,16%,0,0%,50%,0
Jake,Shields,1979,2.45,36%,1.8,56%,2.83,29%,35%,1.2
Katsuyori,Shibata,1979,2.06,35%,2.4,53%,0.49,50%,53%,0.7
Antonina,Shevchenko,1984,3.86,55%,2.93,52%,0.43,42%,53%,0.4
Valentina,Shevchenko,1988,3.28,52%,2.11,62%,2.56,63%,71%,0.4
Chase,Sherman,1989,6.04,45%,6.65,52%,0.09,50%,74%,0
Sean,Sherk,1973,2.17,35%,2.71,55%,4.09,46%,56%,0.4
Eric,Shelton,1991,2.57,42%,1.88,63%,2.83,51%,46%,0.2
Jason,Sharp,,0,0%,0,0%,0,0%,0%,0
Shang,Zhifa,1986,1.27,32%,1.27,60%,2,100%,0%,0
Frank,Shamrock,1972,4.75,53%,4.66,57%,0.35,50%,37%,1.1
Ken,Shamrock,1964,1.47,46%,4.3,39%,0.94,60%,44%,2.5
